,name,mapped_data
6049,hedmark Norway,",,Hedmark,Norway"
6050,telemark Norway,",,Telemark,Norway"
6051,sor-trondelag Norway,",,Sor-Trondelag,Norway"
6052,vestfold Norway,",,Vestfold,Norway"
6053,ostfold Norway,",,Ostfold,Norway"
6054,oslo Norway,",,Oslo,Norway"
6055,western region Nepal,",,Western Region,Nepal"
6056,mid western Nepal,",,Mid Western,Nepal"
6057,far western Nepal,",,Far Western,Nepal"
6058,eastern region Nepal,",,Eastern Region,Nepal"
6059,central region Nepal,",,Central Region,Nepal"
6060,uaboe Nauru,",,Uaboe,Nauru"
6061,baiti Nauru,",,Baiti,Nauru"
6062,ijuw Nauru,",,Ijuw,Nauru"
6063,anibare Nauru,",,Anibare,Nauru"
6064,anabar Nauru,",,Anabar,Nauru"
6065,yaren Nauru,",,Yaren,Nauru"
6066,aiwo Nauru,",,Aiwo,Nauru"
6067,canterbury New Zealand,",,Canterbury,New Zealand"
6068,waikato New Zealand,",,Waikato,New Zealand"
6069,auckland New Zealand,",,Auckland,New Zealand"
6070,wellington New Zealand,",,Wellington,New Zealand"
6071,manawatu-wanganui New Zealand,",,Manawatu-Wanganui,New Zealand"
6072,tasman New Zealand,",,Tasman,New Zealand"
6073,northland New Zealand,",,Northland,New Zealand"
6074,bay of plenty New Zealand,",,Bay of Plenty,New Zealand"
6075,southland New Zealand,",,Southland,New Zealand"
6076,otago New Zealand,",,Otago,New Zealand"
6077,taranaki New Zealand,",,Taranaki,New Zealand"
6078,nelson New Zealand,",,Nelson,New Zealand"
6079,hawke's bay New Zealand,",,Hawke's Bay,New Zealand"
6080,gisborne New Zealand,",,Gisborne,New Zealand"
6081,west coast New Zealand,",,West Coast,New Zealand"
6082,chatham islands New Zealand,",,Chatham Islands,New Zealand"
6083,marlborough New Zealand,",,Marlborough,New Zealand"
6084,ash sharqiyah Oman,",,Ash Sharqiyah,Oman"
6085,al batinah Oman,",,Al Batinah,Oman"
6086,muhafazat ad dakhiliyah Oman,",,Muhafazat ad Dakhiliyah,Oman"
6087,zufar Oman,",,Zufar,Oman"
6088,muhafazat masqat Oman,",,Muhafazat Masqat,Oman"
6089,musandam Oman,",,Musandam,Oman"
6090,az zahirah Oman,",,Az Zahirah,Oman"
6091,al wusta Oman,",,Al Wusta,Oman"
6092,al buraimi Oman,",,Al Buraimi,Oman"
6093,darien Panama,",,Darien,Panama"
6094,embera Panama,",,Embera,Panama"
6095,chiriqui Panama,",,Chiriqui,Panama"
6096,cocle Panama,",,Cocle,Panama"
6097,panama Panama,",,Panama,Panama"
6098,colon Panama,",,Colon,Panama"
6099,guna yala Panama,",,Guna Yala,Panama"
6100,los santos Panama,",,Los Santos,Panama"
6101,ngoebe-bugle Panama,",,Ngoebe-Bugle,Panama"
6102,veraguas Panama,",,Veraguas,Panama"
6103,herrera Panama,",,Herrera,Panama"
6104,bocas del toro Panama,",,Bocas del Toro,Panama"
6105,tumbes Peru,",,Tumbes,Peru"
6106,loreto Peru,",,Loreto,Peru"
6107,san martin Peru,",,San Martin,Peru"
6108,ancash Peru,",,Ancash,Peru"
6109,huanuco Peru,",,Huanuco,Peru"
6110,amazonas Peru,",,Amazonas,Peru"
6111,piura Peru,",,Piura,Peru"
6112,la libertad Peru,",,La Libertad,Peru"
6113,cajamarca Peru,",,Cajamarca,Peru"
6114,lambayeque Peru,",,Lambayeque,Peru"
6115,ucayali Peru,",,Ucayali,Peru"
6116,cusco Peru,",,Cusco,Peru"
6117,puno Peru,",,Puno,Peru"
6118,arequipa Peru,",,Arequipa,Peru"
6119,moquegua Peru,",,Moquegua,Peru"
6120,lima Peru,",,Lima,Peru"
6121,junin Peru,",,Junin,Peru"
6122,pasco Peru,",,Pasco,Peru"
6123,apurimac Peru,",,Apurimac,Peru"
6124,ayacucho Peru,",,Ayacucho,Peru"
6125,ica Peru,",,Ica,Peru"
6126,huancavelica Peru,",,Huancavelica,Peru"
6127,tacna Peru,",,Tacna,Peru"
6128,madre de dios Peru,",,Madre de Dios,Peru"
6129,callao Peru,",,Callao,Peru"
6130,iles sous-le-vent French Polynesia,",,Iles Sous-le-Vent,French Polynesia"
6131,iles du vent French Polynesia,",,Iles du Vent,French Polynesia"
6132,iles australes French Polynesia,",,Iles Australes,French Polynesia"
6133,iles marquises French Polynesia,",,Iles Marquises,French Polynesia"
6134,east sepik Papua New Guinea,",,East Sepik,Papua New Guinea"
6135,morobe Papua New Guinea,",,Morobe,Papua New Guinea"
6136,enga Papua New Guinea,",,Enga,Papua New Guinea"
6137,sandaun Papua New Guinea,",,Sandaun,Papua New Guinea"
6138,hela Papua New Guinea,",,Hela,Papua New Guinea"
6139,east new britain Papua New Guinea,",,East New Britain,Papua New Guinea"
6140,national capital Papua New Guinea,",,National Capital,Papua New Guinea"
6141,northern province Papua New Guinea,",,Northern Province,Papua New Guinea"
6142,bougainville Papua New Guinea,",,Bougainville,Papua New Guinea"
6143,western highlands Papua New Guinea,",,Western Highlands,Papua New Guinea"
6144,western province Papua New Guinea,",,Western Province,Papua New Guinea"
6145,jiwaka Papua New Guinea,",,Jiwaka,Papua New Guinea"
6146,southern highlands Papua New Guinea,",,Southern Highlands,Papua New Guinea"
6147,madang Papua New Guinea,",,Madang,Papua New Guinea"
6148,manus Papua New Guinea,",,Manus,Papua New Guinea"
6149,central province Papua New Guinea,",,Central Province,Papua New Guinea"
6150,chimbu Papua New Guinea,",,Chimbu,Papua New Guinea"
6151,west new britain Papua New Guinea,",,West New Britain,Papua New Guinea"
6152,gulf Papua New Guinea,",,Gulf,Papua New Guinea"
6153,new ireland Papua New Guinea,",,New Ireland,Papua New Guinea"
6154,eastern highlands Papua New Guinea,",,Eastern Highlands,Papua New Guinea"
6155,milne bay Papua New Guinea,",,Milne Bay,Papua New Guinea"
6156,eastern visayas Philippines,",,Eastern Visayas,Philippines"
6157,western visayas Philippines,",,Western Visayas,Philippines"
6158,ilocos Philippines,",,Ilocos,Philippines"
6159,central visayas Philippines,",,Central Visayas,Philippines"
6160,zamboanga peninsula Philippines,",,Zamboanga Peninsula,Philippines"
6161,northern mindanao Philippines,",,Northern Mindanao,Philippines"
6162,mimaropa Philippines,",,Mimaropa,Philippines"
6163,soccsksargen Philippines,",,Soccsksargen,Philippines"
6164,cagayan valley Philippines,",,Cagayan Valley,Philippines"
6165,davao Philippines,",,Davao,Philippines"
6166,calabarzon Philippines,",,Calabarzon,Philippines"
6167,autonomous region in muslim mindanao Philippines,",,Autonomous Region in Muslim Mindanao,Philippines"
6168,central luzon Philippines,",,Central Luzon,Philippines"
6169,bicol Philippines,",,Bicol,Philippines"
6170,cordillera Philippines,",,Cordillera,Philippines"
6171,caraga Philippines,",,Caraga,Philippines"
6172,metro manila Philippines,",,Metro Manila,Philippines"
6173,sindh Pakistan,",,Sindh,Pakistan"
6174,khyber pakhtunkhwa Pakistan,",,Khyber Pakhtunkhwa,Pakistan"
6175,azad kashmir Pakistan,",,Azad Kashmir,Pakistan"
6176,balochistan Pakistan,",,Balochistan,Pakistan"
6177,punjab Pakistan,",,Punjab,Pakistan"
6178,federally administered tribal areas Pakistan,",,Federally Administered Tribal Areas,Pakistan"
6179,gilgit-baltistan Pakistan,",,Gilgit-Baltistan,Pakistan"
6180,islamabad Pakistan,",,Islamabad,Pakistan"
6181,lublin voivodeship Poland,",,Lublin Voivodeship,Poland"
6182,masovian voivodeship Poland,",,Masovian Voivodeship,Poland"
6183,subcarpathian voivodeship Poland,",,Subcarpathian Voivodeship,Poland"
6184,lesser poland voivodeship Poland,",,Lesser Poland Voivodeship,Poland"
6185,swietokrzyskie Poland,",,Swietokrzyskie,Poland"
6186,lodz voivodeship Poland,",,Lodz Voivodeship,Poland"
6187,podlasie Poland,",,Podlasie,Poland"
6188,warmian-masurian voivodeship Poland,",,Warmian-Masurian Voivodeship,Poland"
6189,silesian voivodeship Poland,",,Silesian Voivodeship,Poland"
6190,lubusz Poland,",,Lubusz,Poland"
6191,pomeranian voivodeship Poland,",,Pomeranian Voivodeship,Poland"
6192,lower silesian voivodeship Poland,",,Lower Silesian Voivodeship,Poland"
6193,kujawsko-pomorskie Poland,",,Kujawsko-Pomorskie,Poland"
6194,greater poland voivodeship Poland,",,Greater Poland Voivodeship,Poland"
6195,west pomeranian voivodeship Poland,",,West Pomeranian Voivodeship,Poland"
6196,opole voivodeship Poland,",,Opole Voivodeship,Poland"
6197,saint-pierre Saint Pierre and Miquelon,",,Saint-Pierre,Saint Pierre and Miquelon"
6198,miquelon-langlade Saint Pierre and Miquelon,",,Miquelon-Langlade,Saint Pierre and Miquelon"
6199,moca Puerto Rico,",,Moca,Puerto Rico"
6200,adjuntas Puerto Rico,",,Adjuntas,Puerto Rico"
6201,aguada Puerto Rico,",,Aguada,Puerto Rico"
6202,aguadilla Puerto Rico,",,Aguadilla,Puerto Rico"
6203,aguas buenas Puerto Rico,",,Aguas Buenas,Puerto Rico"
6204,ceiba Puerto Rico,",,Ceiba,Puerto Rico"
6205,juana diaz Puerto Rico,",,Juana Diaz,Puerto Rico"
6206,aibonito Puerto Rico,",,Aibonito,Puerto Rico"
6207,anasco Puerto Rico,",,Anasco,Puerto Rico"
6208,arecibo Puerto Rico,",,Arecibo,Puerto Rico"
6209,humacao Puerto Rico,",,Humacao,Puerto Rico"
6210,arroyo Puerto Rico,",,Arroyo,Puerto Rico"
6211,caguas Puerto Rico,",,Caguas,Puerto Rico"
6212,morovis Puerto Rico,",,Morovis,Puerto Rico"
6213,barceloneta Puerto Rico,",,Barceloneta,Puerto Rico"
6214,barranquitas Puerto Rico,",,Barranquitas,Puerto Rico"
6215,rio grande Puerto Rico,",,Rio Grande,Puerto Rico"
6216,bayamon Puerto Rico,",,Bayamon,Puerto Rico"
6217,cidra Puerto Rico,",,Cidra,Puerto Rico"
6218,canovanas Puerto Rico,",,Canovanas,Puerto Rico"
6219,cabo rojo Puerto Rico,",,Cabo Rojo,Puerto Rico"
6220,las piedras Puerto Rico,",,Las Piedras,Puerto Rico"
6221,vega alta Puerto Rico,",,Vega Alta,Puerto Rico"
6222,quebradillas Puerto Rico,",,Quebradillas,Puerto Rico"
6223,toa baja Puerto Rico,",,Toa Baja,Puerto Rico"
6224,camuy Puerto Rico,",,Camuy,Puerto Rico"
6225,carolina Puerto Rico,",,Carolina,Puerto Rico"
6226,hatillo Puerto Rico,",,Hatillo,Puerto Rico"
6227,catano Puerto Rico,",,Catano,Puerto Rico"
6228,cayey Puerto Rico,",,Cayey,Puerto Rico"
6229,utuado Puerto Rico,",,Utuado,Puerto Rico"
6230,gurabo Puerto Rico,",,Gurabo,Puerto Rico"
6231,salinas Puerto Rico,",,Salinas,Puerto Rico"
6232,ciales Puerto Rico,",,Ciales,Puerto Rico"
6233,coamo Puerto Rico,",,Coamo,Puerto Rico"
6234,comerio Puerto Rico,",,Comerio,Puerto Rico"
6235,yabucoa Puerto Rico,",,Yabucoa,Puerto Rico"
6236,guayama Puerto Rico,",,Guayama,Puerto Rico"
6237,corozal Puerto Rico,",,Corozal,Puerto Rico"
6238,ponce Puerto Rico,",,Ponce,Puerto Rico"
6239,vega baja Puerto Rico,",,Vega Baja,Puerto Rico"
6240,culebra Puerto Rico,",,Culebra,Puerto Rico"
6241,naguabo Puerto Rico,",,Naguabo,Puerto Rico"
6242,dorado Puerto Rico,",,Dorado,Puerto Rico"
6243,municipio de juncos Puerto Rico,",,Municipio de Juncos,Puerto Rico"
6244,santa isabel municipio Puerto Rico,",,Santa Isabel Municipio,Puerto Rico"
6245,maunabo Puerto Rico,",,Maunabo,Puerto Rico"
6246,vieques municipality Puerto Rico,",,Vieques Municipality,Puerto Rico"
6247,florida Puerto Rico,",,Florida,Puerto Rico"
6248,fajardo Puerto Rico,",,Fajardo,Puerto Rico"
6249,guanica Puerto Rico,",,Guanica,Puerto Rico"
6250,toa alta Puerto Rico,",,Toa Alta,Puerto Rico"
6251,guayanilla Puerto Rico,",,Guayanilla,Puerto Rico"
6252,guaynabo Puerto Rico,",,Guaynabo,Puerto Rico"
6253,hormigueros Puerto Rico,",,Hormigueros,Puerto Rico"
6254,isabela Puerto Rico,",,Isabela,Puerto Rico"
6255,san lorenzo Puerto Rico,",,San Lorenzo,Puerto Rico"
6256,municipio de jayuya Puerto Rico,",,Municipio de Jayuya,Puerto Rico"
6257,san sebastian Puerto Rico,",,San Sebastian,Puerto Rico"
6258,manati Puerto Rico,",,Manati,Puerto Rico"
6259,lajas Puerto Rico,",,Lajas,Puerto Rico"
6260,patillas Puerto Rico,",,Patillas,Puerto Rico"
6261,lares Puerto Rico,",,Lares,Puerto Rico"
6262,las marias Puerto Rico,",,Las Marias,Puerto Rico"
6263,sabana grande Puerto Rico,",,Sabana Grande,Puerto Rico"
6264,loiza Puerto Rico,",,Loiza,Puerto Rico"
6265,luquillo Puerto Rico,",,Luquillo,Puerto Rico"
6266,maricao Puerto Rico,",,Maricao,Puerto Rico"
6267,mayaguez Puerto Rico,",,Mayaguez,Puerto Rico"
6268,naranjito Puerto Rico,",,Naranjito,Puerto Rico"
6269,orocovis Puerto Rico,",,Orocovis,Puerto Rico"
6270,yauco Puerto Rico,",,Yauco,Puerto Rico"
6271,penuelas Puerto Rico,",,Penuelas,Puerto Rico"
6272,rincon Puerto Rico,",,Rincon,Puerto Rico"
6273,san german Puerto Rico,",,San German,Puerto Rico"
6274,san juan Puerto Rico,",,San Juan,Puerto Rico"
6275,trujillo alto Puerto Rico,",,Trujillo Alto,Puerto Rico"
6276,villalba Puerto Rico,",,Villalba,Puerto Rico"
6277,gaza strip West Bank and Gaza Strip,",,Gaza Strip,West Bank and Gaza Strip"
6278,west bank West Bank and Gaza Strip,",,West Bank,West Bank and Gaza Strip"
6279,evora Portugal,",,Evora,Portugal"
6280,faro Portugal,",,Faro,Portugal"
6281,beja Portugal,",,Beja,Portugal"
6282,santarem Portugal,",,Santarem,Portugal"
6283,lisbon Portugal,",,Lisbon,Portugal"
6284,braganca Portugal,",,Braganca,Portugal"
6285,castelo branco Portugal,",,Castelo Branco,Portugal"
6286,madeira Portugal,",,Madeira,Portugal"
6287,leiria Portugal,",,Leiria,Portugal"
6288,portalegre Portugal,",,Portalegre,Portugal"
6289,setubal Portugal,",,Setubal,Portugal"
6290,guarda Portugal,",,Guarda,Portugal"
6291,viseu Portugal,",,Viseu,Portugal"
6292,braga Portugal,",,Braga,Portugal"
6293,porto Portugal,",,Porto,Portugal"
6294,vila real Portugal,",,Vila Real,Portugal"
6295,viana do castelo Portugal,",,Viana do Castelo,Portugal"
6296,aveiro Portugal,",,Aveiro,Portugal"
6297,coimbra Portugal,",,Coimbra,Portugal"
6298,azores Portugal,",,Azores,Portugal"
6299,koror Palau,",,Koror,Palau"
6300,ngaraard Palau,",,Ngaraard,Palau"
6301,melekeok Palau,",,Melekeok,Palau"
6302,ngatpang Palau,",,Ngatpang,Palau"
6303,ngaremlengui Palau,",,Ngaremlengui,Palau"
6304,ngchesar Palau,",,Ngchesar,Palau"
6305,ngiwal Palau,",,Ngiwal,Palau"
6306,ngarchelong Palau,",,Ngarchelong,Palau"
6307,angaur Palau,",,Angaur,Palau"
6308,hatohobei Palau,",,Hatohobei,Palau"
6309,sonsorol Palau,",,Sonsorol,Palau"
6310,kayangel Palau,",,Kayangel,Palau"
6311,peleliu Palau,",,Peleliu,Palau"
6312,airai Palau,",,Airai,Palau"
6313,aimeliik Palau,",,Aimeliik,Palau"
6314,ngardmau Palau,",,Ngardmau,Palau"
6315,caazapa Paraguay,",,Caazapa,Paraguay"
6316,central Paraguay,",,Central,Paraguay"
6317,caaguazu Paraguay,",,Caaguazu,Paraguay"
6318,canindeyu Paraguay,",,Canindeyu,Paraguay"
6319,paraguari Paraguay,",,Paraguari,Paraguay"
6320,san pedro Paraguay,",,San Pedro,Paraguay"
6321,guaira Paraguay,",,Guaira,Paraguay"
6322,presidente hayes Paraguay,",,Presidente Hayes,Paraguay"
6323,misiones Paraguay,",,Misiones,Paraguay"
6324,itapua Paraguay,",,Itapua,Paraguay"
6325,cordillera Paraguay,",,Cordillera,Paraguay"
6326,alto parana Paraguay,",,Alto Parana,Paraguay"
6327,neembucu Paraguay,",,Neembucu,Paraguay"
6328,amambay Paraguay,",,Amambay,Paraguay"
6329,alto paraguay Paraguay,",,Alto Paraguay,Paraguay"
6330,concepcion Paraguay,",,Concepcion,Paraguay"
6331,boqueron Paraguay,",,Boqueron,Paraguay"
6332,asuncion Paraguay,",,Asuncion,Paraguay"
6333,baladiyat umm salal Qatar,",,Baladiyat Umm Salal,Qatar"
6334,al wakrah Qatar,",,Al Wakrah,Qatar"
6335,madinat ash shamal Qatar,",,Madinat ash Shamal,Qatar"
6336,baladiyat ar rayyan Qatar,",,Baladiyat ar Rayyan,Qatar"
6337,baladiyat az za`ayin Qatar,",,Baladiyat az Za`ayin,Qatar"
6338,al khawr Qatar,",,Al Khawr,Qatar"
6339,baladiyat ad dawhah Qatar,",,Baladiyat ad Dawhah,Qatar"
6340,reunion Réunion,",,Reunion,Réunion"
6341,olt Romania,",,Olt,Romania"
6342,suceava Romania,",,Suceava,Romania"
6343,caras-severin Romania,",,Caras-Severin,Romania"
6344,vaslui Romania,",,Vaslui,Romania"
6345,giurgiu Romania,",,Giurgiu,Romania"
6346,buzau Romania,",,Buzau,Romania"
6347,iasi Romania,",,Iasi,Romania"
6348,botosani Romania,",,Botosani,Romania"
6349,alba Romania,",,Alba,Romania"
6350,valcea Romania,",,Valcea,Romania"
6351,brasov Romania,",,Brasov,Romania"
6352,teleorman Romania,",,Teleorman,Romania"
6353,salaj Romania,",,Salaj,Romania"
6354,arad Romania,",,Arad,Romania"
6355,dambovita Romania,",,Dambovita,Romania"
6356,harghita Romania,",,Harghita,Romania"
6357,bacau Romania,",,Bacau,Romania"
6358,tulcea Romania,",,Tulcea,Romania"
6359,hunedoara Romania,",,Hunedoara,Romania"
6360,braila Romania,",,Braila,Romania"
6361,dolj Romania,",,Dolj,Romania"
6362,mures Romania,",,Mures,Romania"
6363,neamt Romania,",,Neamt,Romania"
6364,bistrita-nasaud Romania,",,Bistrita-Nasaud,Romania"
6365,covasna Romania,",,Covasna,Romania"
6366,sibiu Romania,",,Sibiu,Romania"
6367,vrancea Romania,",,Vrancea,Romania"
6368,constanta Romania,",,Constanta,Romania"
6369,arges Romania,",,Arges,Romania"
6370,cluj Romania,",,Cluj,Romania"
6371,mehedinti Romania,",,Mehedinti,Romania"
6372,ilfov Romania,",,Ilfov,Romania"
6373,bihor Romania,",,Bihor,Romania"
6374,timis Romania,",,Timis,Romania"
6375,ialomita Romania,",,Ialomita,Romania"
6376,gorj Romania,",,Gorj,Romania"
6377,calarasi Romania,",,Calarasi,Romania"
6378,galati Romania,",,Galati,Romania"
6379,maramures Romania,",,Maramures,Romania"
6380,prahova Romania,",,Prahova,Romania"
6381,satu mare Romania,",,Satu Mare,Romania"
6382,bucuresti Romania,",,Bucuresti,Romania"
6383,autonomna pokrajina vojvodina Serbia,",,Autonomna Pokrajina Vojvodina,Serbia"
6384,central serbia Serbia,",,Central Serbia,Serbia"
6385,tverskaya Russian Federation,",,Tverskaya,Russian Federation"
6386,st.-petersburg Russian Federation,",,St.-Petersburg,Russian Federation"
6387,rjazan Russian Federation,",,Rjazan,Russian Federation"
6388,voronezj Russian Federation,",,Voronezj,Russian Federation"
6389,vladimir Russian Federation,",,Vladimir,Russian Federation"
6390,moscow Russian Federation,",,Moscow,Russian Federation"
6391,perm Russian Federation,",,Perm,Russian Federation"
6392,mordoviya Russian Federation,",,Mordoviya,Russian Federation"
6393,rostov Russian Federation,",,Rostov,Russian Federation"
6394,mariy-el Russian Federation,",,Mariy-El,Russian Federation"
6395,moskovskaya Russian Federation,",,Moskovskaya,Russian Federation"
6396,kirov Russian Federation,",,Kirov,Russian Federation"
6397,vologda Russian Federation,",,Vologda,Russian Federation"
6398,kursk Russian Federation,",,Kursk,Russian Federation"
6399,orjol Russian Federation,",,Orjol,Russian Federation"
6400,chechnya Russian Federation,",,Chechnya,Russian Federation"
6401,tambov Russian Federation,",,Tambov,Russian Federation"
6402,north ossetia Russian Federation,",,North Ossetia,Russian Federation"
6403,brjansk Russian Federation,",,Brjansk,Russian Federation"
6404,chelyabinsk Russian Federation,",,Chelyabinsk,Russian Federation"
6405,bashkortostan Russian Federation,",,Bashkortostan,Russian Federation"
6406,kaluga Russian Federation,",,Kaluga,Russian Federation"
6407,volgograd Russian Federation,",,Volgograd,Russian Federation"
6408,samara Russian Federation,",,Samara,Russian Federation"
6409,komi republic Russian Federation,",,Komi Republic,Russian Federation"
6410,kabardino-balkariya Russian Federation,",,Kabardino-Balkariya,Russian Federation"
6411,stavropol'skiy Russian Federation,",,Stavropol'skiy,Russian Federation"
6412,kaliningrad Russian Federation,",,Kaliningrad,Russian Federation"
6413,tula Russian Federation,",,Tula,Russian Federation"
6414,ulyanovsk Russian Federation,",,Ulyanovsk,Russian Federation"
6415,astrakhan Russian Federation,",,Astrakhan,Russian Federation"
6416,penza Russian Federation,",,Penza,Russian Federation"
6417,tatarstan Russian Federation,",,Tatarstan,Russian Federation"
6418,murmansk Russian Federation,",,Murmansk,Russian Federation"
6419,karachayevo-cherkesiya Russian Federation,",,Karachayevo-Cherkesiya,Russian Federation"
6420,nizjnij novgorod Russian Federation,",,Nizjnij Novgorod,Russian Federation"
6421,ivanovo Russian Federation,",,Ivanovo,Russian Federation"
6422,belgorod Russian Federation,",,Belgorod,Russian Federation"
6423,novgorod Russian Federation,",,Novgorod,Russian Federation"
6424,lipetsk Russian Federation,",,Lipetsk,Russian Federation"
6425,dagestan Russian Federation,",,Dagestan,Russian Federation"
6426,republic of karelia Russian Federation,",,Republic of Karelia,Russian Federation"
6427,krasnodarskiy Russian Federation,",,Krasnodarskiy,Russian Federation"
6428,udmurtiya Russian Federation,",,Udmurtiya,Russian Federation"
6429,arkhangelskaya Russian Federation,",,Arkhangelskaya,Russian Federation"
6430,saratov Russian Federation,",,Saratov,Russian Federation"
6431,smolensk Russian Federation,",,Smolensk,Russian Federation"
6432,sverdlovsk Russian Federation,",,Sverdlovsk,Russian Federation"
6433,leningrad Russian Federation,",,Leningrad,Russian Federation"
6434,orenburg Russian Federation,",,Orenburg,Russian Federation"
6435,kalmykiya Russian Federation,",,Kalmykiya,Russian Federation"
6436,jaroslavl Russian Federation,",,Jaroslavl,Russian Federation"
6437,chuvashia Russian Federation,",,Chuvashia,Russian Federation"
6438,adygeya Russian Federation,",,Adygeya,Russian Federation"
6439,pskov Russian Federation,",,Pskov,Russian Federation"
6440,ingushetiya Russian Federation,",,Ingushetiya,Russian Federation"
6441,kostroma Russian Federation,",,Kostroma,Russian Federation"
6442,nenetskiy avtonomnyy okrug Russian Federation,",,Nenetskiy Avtonomnyy Okrug,Russian Federation"
6443,kemerovo Russian Federation,",,Kemerovo,Russian Federation"
6444,tomsk Russian Federation,",,Tomsk,Russian Federation"
6445,krasnoyarskiy Russian Federation,",,Krasnoyarskiy,Russian Federation"
6446,kurgan Russian Federation,",,Kurgan,Russian Federation"
6447,altai krai Russian Federation,",,Altai Krai,Russian Federation"
6448,omsk Russian Federation,",,Omsk,Russian Federation"
6449,khanty-mansiyskiy avtonomnyy okrug Russian Federation,",,Khanty-Mansiyskiy Avtonomnyy Okrug,Russian Federation"
6450,novosibirsk Russian Federation,",,Novosibirsk,Russian Federation"
6451,tjumen Russian Federation,",,Tjumen,Russian Federation"
6452,irkutsk Russian Federation,",,Irkutsk,Russian Federation"
6453,yamalo-nenetskiy avtonomnyy okrug Russian Federation,",,Yamalo-Nenetskiy Avtonomnyy Okrug,Russian Federation"
6454,khakasiya Russian Federation,",,Khakasiya,Russian Federation"
6455,altay Russian Federation,",,Altay,Russian Federation"
6456,tyva Russian Federation,",,Tyva,Russian Federation"
6457,respublika buryatiya Russian Federation,",,Respublika Buryatiya,Russian Federation"
6458,khabarovsk krai Russian Federation,",,Khabarovsk Krai,Russian Federation"
6459,transbaikal territory Russian Federation,",,Transbaikal Territory,Russian Federation"
6460,sakha Russian Federation,",,Sakha,Russian Federation"
6461,primorskiy Russian Federation,",,Primorskiy,Russian Federation"
6462,amur Russian Federation,",,Amur,Russian Federation"
6463,jewish autonomous oblast Russian Federation,",,Jewish Autonomous Oblast,Russian Federation"
6464,kamtsjatka Russian Federation,",,Kamtsjatka,Russian Federation"
6465,sakhalin Russian Federation,",,Sakhalin,Russian Federation"
6466,magadan Russian Federation,",,Magadan,Russian Federation"
6467,chukotskiy avtonomnyy okrug Russian Federation,",,Chukotskiy Avtonomnyy Okrug,Russian Federation"
6468,eastern province Rwanda,",,Eastern Province,Rwanda"
6469,northern province Rwanda,",,Northern Province,Rwanda"
6470,southern province Rwanda,",,Southern Province,Rwanda"
6471,kigali Rwanda,",,Kigali,Rwanda"
6472,western province Rwanda,",,Western Province,Rwanda"
6473,al madinah al munawwarah Saudi Arabia,",,Al Madinah al Munawwarah,Saudi Arabia"
6474,mintaqat tabuk Saudi Arabia,",,Mintaqat Tabuk,Saudi Arabia"
6475,eastern province Saudi Arabia,",,Eastern Province,Saudi Arabia"
6476,northern borders Saudi Arabia,",,Northern Borders,Saudi Arabia"
6477,makkah Saudi Arabia,",,Makkah,Saudi Arabia"
6478,al-qassim Saudi Arabia,",,Al-Qassim,Saudi Arabia"
6479,al jawf Saudi Arabia,",,Al Jawf,Saudi Arabia"
6480,mintaqat `asir Saudi Arabia,",,Mintaqat `Asir,Saudi Arabia"
6481,jizan Saudi Arabia,",,Jizan,Saudi Arabia"
6482,najran Saudi Arabia,",,Najran,Saudi Arabia"
6483,ar riyad Saudi Arabia,",,Ar Riyad,Saudi Arabia"
6484,mintaqat ha'il Saudi Arabia,",,Mintaqat Ha'il,Saudi Arabia"
6485,mintaqat al bahah Saudi Arabia,",,Mintaqat al Bahah,Saudi Arabia"
6486,central province Solomon Islands,",,Central Province,Solomon Islands"
6487,choiseul Solomon Islands,",,Choiseul,Solomon Islands"
6488,guadalcanal Solomon Islands,",,Guadalcanal,Solomon Islands"
6489,western province Solomon Islands,",,Western Province,Solomon Islands"
6490,isabel Solomon Islands,",,Isabel,Solomon Islands"
6491,malaita Solomon Islands,",,Malaita,Solomon Islands"
6492,temotu Solomon Islands,",,Temotu,Solomon Islands"
6493,makira Solomon Islands,",,Makira,Solomon Islands"
6494,english river Seychelles,",,English River,Seychelles"
6495,takamaka Seychelles,",,Takamaka,Seychelles"
6496,port glaud Seychelles,",,Port Glaud,Seychelles"
6497,cascade Seychelles,",,Cascade,Seychelles"
6498,bel ombre Seychelles,",,Bel Ombre,Seychelles"
6499,beau vallon Seychelles,",,Beau Vallon,Seychelles"
6500,anse royale Seychelles,",,Anse Royale,Seychelles"
6501,anse boileau Seychelles,",,Anse Boileau,Seychelles"
6502,"northern state Sudan, The Republic of",",,Northern State,Sudan, The Republic of"
6503,"central darfur Sudan, The Republic of",",,Central Darfur,Sudan, The Republic of"
6504,"kassala Sudan, The Republic of",",,Kassala,Sudan, The Republic of"
6505,"al jazirah Sudan, The Republic of",",,Al Jazirah,Sudan, The Republic of"
6506,"white nile Sudan, The Republic of",",,White Nile,Sudan, The Republic of"
6507,"shamal kurdufan Sudan, The Republic of",",,Shamal Kurdufan,Sudan, The Republic of"
6508,"northern darfur Sudan, The Republic of",",,Northern Darfur,Sudan, The Republic of"
6509,"khartoum Sudan, The Republic of",",,Khartoum,Sudan, The Republic of"
6510,"red sea Sudan, The Republic of",",,Red Sea,Sudan, The Republic of"
6511,"southern kordofan Sudan, The Republic of",",,Southern Kordofan,Sudan, The Republic of"
6512,"sinnar Sudan, The Republic of",",,Sinnar,Sudan, The Republic of"
6513,"river nile Sudan, The Republic of",",,River Nile,Sudan, The Republic of"
